SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
8,Tuesday,6,10,2025,21,11,54,0
9,Tuesday,6,10,2025,21,11,54,0
10,Tuesday,6,10,2025,21,11,54,0
11,Tuesday,6,10,2025,21,11,54,0
12,Tuesday,6,10,2025,21,11,54,1
13,Tuesday,6,10,2025,21,11,54,0
14,Tuesday,6,10,2025,21,11,54,0
1,Tuesday,6,10,2025,21,12,54,0
2,Tuesday,6,10,2025,21,12,54,0
3,Tuesday,6,10,2025,21,12,54,0
4,Tuesday,6,10,2025,21,12,54,0
5,Tuesday,6,10,2025,21,12,54,0
6,Tuesday,6,10,2025,21,12,54,0
7,Tuesday,6,10,2025,21,12,54,0
8,Tuesday,6,10,2025,21,12,54,0
9,Tuesday,6,10,2025,21,12,54,0
10,Tuesday,6,10,2025,21,12,54,0
11,Tuesday,6,10,2025,21,12,54,0
12,Tuesday,6,10,2025,21,12,54,1
13,Tuesday,6,10,2025,21,12,54,0
14,Tuesday,6,10,2025,21,12,54,0
1,Tuesday,6,10,2025,21,13,54,0
2,Tuesday,6,10,2025,21,13,54,0
3,Tuesday,6,10,2025,21,13,54,0
4,Tuesday,6,10,2025,21,13,54,0
5,Tuesday,6,10,2025,21,13,54,0
6,Tuesday,6,10,2025,21,13,54,0
7,Tuesday,6,10,2025,21,13,54,0
8,Tuesday,6,10,2025,21,13,54,0
9,Tuesday,6,10,2025,21,13,54,0
10,Tuesday,6,10,2025,21,13,54,0
11,Tuesday,6,10,2025,21,13,54,0
12,Tuesday,6,10,2025,21,13,54,1
13,Tuesday,6,10,2025,21,13,54,0
14,Tuesday,6,10,2025,21,13,54,0
1,Tuesday,6,10,2025,21,14,54,0
2,Tuesday,6,10,2025,21,14,54,0
3,Tuesday,6,10,2025,21,14,54,0
4,Tuesday,6,10,2025,21,14,54,0
5,Tuesday,6,10,2025,21,14,54,0
6,Tuesday,6,10,2025,21,14,54,0
7,Tuesday,6,10,2025,21,14,54,0
8,Tuesday,6,10,2025,21,14,54,0
9,Tuesday,6,10,2025,21,14,54,0
10,Tuesday,6,10,2025,21,14,54,0
11,Tuesday,6,10,2025,21,14,54,0
12,Tuesday,6,10,2025,21,14,54,1
13,Tuesday,6,10,2025,21,14,54,0
14,Tuesday,6,10,2025,21,14,54,0
1,Tuesday,6,10,2025,21,15,54,0
2,Tuesday,6,10,2025,21,15,54,0
3,Tuesday,6,10,2025,21,15,54,0
4,Tuesday,6,10,2025,21,15,54,0
5,Tuesday,6,10,2025,21,15,54,0
6,Tuesday,6,10,2025,21,15,54,0
7,Tuesday,6,10,2025,21,15,54,0
8,Tuesday,6,10,2025,21,15,54,0
9,Tuesday,6,10,2025,21,15,54,0
10,Tuesday,6,10,2025,21,15,54,0
11,Tuesday,6,10,2025,21,15,54,0
12,Tuesday,6,10,2025,21,15,54,1
13,Tuesday,6,10,2025,21,15,54,0
14,Tuesday,6,10,2025,21,15,54,0
1,Tuesday,6,10,2025,21,16,54,0
2,Tuesday,6,10,2025,21,16,54,0
3,Tuesday,6,10,2025,21,16,54,0
4,Tuesday,6,10,2025,21,16,54,0
5,Tuesday,6,10,2025,21,16,54,0
6,Tuesday,6,10,2025,21,16,54,0
7,Tuesday,6,10,2025,21,16,54,0
8,Tuesday,6,10,2025,21,16,54,0
9,Tuesday,6,10,2025,21,16,54,0
10,Tuesday,6,10,2025,21,16,54,0
11,Tuesday,6,10,2025,21,16,54,0
12,Tuesday,6,10,2025,21,16,54,1
13,Tuesday,6,10,2025,21,16,54,0
14,Tuesday,6,10,2025,21,16,54,0
1,Tuesday,6,10,2025,21,17,54,0
2,Tuesday,6,10,2025,21,17,54,0
3,Tuesday,6,10,2025,21,17,54,0
4,Tuesday,6,10,2025,21,17,54,0
5,Tuesday,6,10,2025,21,17,54,1
6,Tuesday,6,10,2025,21,17,54,0
7,Tuesday,6,10,2025,21,17,54,0
8,Tuesday,6,10,2025,21,17,54,0
9,Tuesday,6,10,2025,21,17,54,0
10,Tuesday,6,10,2025,21,17,54,0
11,Tuesday,6,10,2025,21,17,54,0
12,Tuesday,6,10,2025,21,17,54,1
13,Tuesday,6,10,2025,21,17,54,0
14,Tuesday,6,10,2025,21,17,54,0
1,Tuesday,6,10,2025,21,18,54,0
2,Tuesday,6,10,2025,21,18,54,0
3,Tuesday,6,10,2025,21,18,54,0
4,Tuesday,6,10,2025,21,18,54,0
5,Tuesday,6,10,2025,21,18,54,0
6,Tuesday,6,10,2025,21,18,54,0
7,Tuesday,6,10,2025,21,18,54,0
8,Tuesday,6,10,2025,21,18,54,0
9,Tuesday,6,10,2025,21,18,54,0
10,Tuesday,6,10,2025,21,18,54,0
11,Tuesday,6,10,2025,21,18,54,0
12,Tuesday,6,10,2025,21,18,54,1
13,Tuesday,6,10,2025,21,18,54,0
14,Tuesday,6,10,2025,21,18,54,0
1,Tuesday,6,10,2025,21,19,54,0
2,Tuesday,6,10,2025,21,19,54,0
3,Tuesday,6,10,2025,21,19,54,0
4,Tuesday,6,10,2025,21,19,54,0
5,Tuesday,6,10,2025,21,19,54,0
6,Tuesday,6,10,2025,21,19,54,0
7,Tuesday,6,10,2025,21,19,54,0
8,Tuesday,6,10,2025,21,19,54,0
9,Tuesday,6,10,2025,21,19,54,0
10,Tuesday,6,10,2025,21,19,54,0
11,Tuesday,6,10,2025,21,19,54,0
12,Tuesday,6,10,2025,21,19,54,1
13,Tuesday,6,10,2025,21,19,54,0
14,Tuesday,6,10,2025,21,19,54,0
