SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Tuesday,6,10,2025,15,21,55,1
2,Tuesday,6,10,2025,15,21,55,0
3,Tuesday,6,10,2025,15,21,55,0
4,Tuesday,6,10,2025,15,21,55,1
5,Tuesday,6,10,2025,15,21,55,1
6,Tuesday,6,10,2025,15,21,55,1
7,Tuesday,6,10,2025,15,21,55,1
8,Tuesday,6,10,2025,15,21,55,1
9,Tuesday,6,10,2025,15,21,55,1
10,Tuesday,6,10,2025,15,21,55,0
11,Tuesday,6,10,2025,15,21,55,1
12,Tuesday,6,10,2025,15,21,55,1
13,Tuesday,6,10,2025,15,21,55,1
14,Tuesday,6,10,2025,15,21,55,1
1,Tuesday,6,10,2025,15,22,55,1
2,Tuesday,6,10,2025,15,22,55,0
3,Tuesday,6,10,2025,15,22,55,0
4,Tuesday,6,10,2025,15,22,55,1
5,Tuesday,6,10,2025,15,22,55,1
6,Tuesday,6,10,2025,15,22,55,1
7,Tuesday,6,10,2025,15,22,55,1
8,Tuesday,6,10,2025,15,22,55,1
9,Tuesday,6,10,2025,15,22,55,1
10,Tuesday,6,10,2025,15,22,55,0
11,Tuesday,6,10,2025,15,22,55,1
12,Tuesday,6,10,2025,15,22,55,1
13,Tuesday,6,10,2025,15,22,55,1
14,Tuesday,6,10,2025,15,22,55,1
1,Tuesday,6,10,2025,15,23,55,1
2,Tuesday,6,10,2025,15,23,55,0
3,Tuesday,6,10,2025,15,23,55,0
4,Tuesday,6,10,2025,15,23,55,1
5,Tuesday,6,10,2025,15,23,55,1
6,Tuesday,6,10,2025,15,23,55,1
7,Tuesday,6,10,2025,15,23,55,1
8,Tuesday,6,10,2025,15,23,55,1
9,Tuesday,6,10,2025,15,23,55,1
10,Tuesday,6,10,2025,15,23,55,0
11,Tuesday,6,10,2025,15,23,55,1
12,Tuesday,6,10,2025,15,23,55,1
13,Tuesday,6,10,2025,15,23,55,1
14,Tuesday,6,10,2025,15,23,55,1
1,Tuesday,6,10,2025,15,24,55,1
2,Tuesday,6,10,2025,15,24,55,0
3,Tuesday,6,10,2025,15,24,55,0
4,Tuesday,6,10,2025,15,24,55,1
5,Tuesday,6,10,2025,15,24,55,1
6,Tuesday,6,10,2025,15,24,55,1
7,Tuesday,6,10,2025,15,24,55,1
8,Tuesday,6,10,2025,15,24,55,1
