SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Tuesday,6,10,2025,12,20,44,1
2,Tuesday,6,10,2025,12,20,44,0
3,Tuesday,6,10,2025,12,20,44,0
4,Tuesday,6,10,2025,12,20,44,1
5,Tuesday,6,10,2025,12,20,44,1
6,Tuesday,6,10,2025,12,20,44,1
7,Tuesday,6,10,2025,12,20,44,1
8,Tuesday,6,10,2025,12,20,44,1
9,Tuesday,6,10,2025,12,20,44,1
10,Tuesday,6,10,2025,12,20,44,1
11,Tuesday,6,10,2025,12,20,44,1
12,Tuesday,6,10,2025,12,20,44,1
13,Tuesday,6,10,2025,12,20,44,1
14,Tuesday,6,10,2025,12,20,44,1
1,Tuesday,6,10,2025,12,21,43,1
2,Tuesday,6,10,2025,12,21,43,0
3,Tuesday,6,10,2025,12,21,43,0
4,Tuesday,6,10,2025,12,21,43,1
5,Tuesday,6,10,2025,12,21,43,1
6,Tuesday,6,10,2025,12,21,43,1
7,Tuesday,6,10,2025,12,21,43,1
8,Tuesday,6,10,2025,12,21,43,1
9,Tuesday,6,10,2025,12,21,43,1
10,Tuesday,6,10,2025,12,21,43,1
11,Tuesday,6,10,2025,12,21,43,1
12,Tuesday,6,10,2025,12,21,43,1
13,Tuesday,6,10,2025,12,21,43,1
14,Tuesday,6,10,2025,12,21,43,1
1,Tuesday,6,10,2025,12,22,43,1
2,Tuesday,6,10,2025,12,22,43,0
3,Tuesday,6,10,2025,12,22,43,0
4,Tuesday,6,10,2025,12,22,43,1
5,Tuesday,6,10,2025,12,22,43,1
6,Tuesday,6,10,2025,12,22,43,1
7,Tuesday,6,10,2025,12,22,43,1
8,Tuesday,6,10,2025,12,22,43,1
9,Tuesday,6,10,2025,12,22,43,1
10,Tuesday,6,10,2025,12,22,43,1
11,Tuesday,6,10,2025,12,22,43,1
12,Tuesday,6,10,2025,12,22,43,1
13,Tuesday,6,10,2025,12,22,43,1
14,Tuesday,6,10,2025,12,22,43,1
1,Tuesday,6,10,2025,12,23,43,1
2,Tuesday,6,10,2025,12,23,43,0
3,Tuesday,6,10,2025,12,23,43,0
4,Tuesday,6,10,2025,12,23,43,1
5,Tuesday,6,10,2025,12,23,43,1
6,Tuesday,6,10,2025,12,23,43,1
7,Tuesday,6,10,2025,12,23,43,1
8,Tuesday,6,10,2025,12,23,43,1
9,Tuesday,6,10,2025,12,23,43,1
10,Tuesday,6,10,2025,12,23,43,1
11,Tuesday,6,10,2025,12,23,43,1
12,Tuesday,6,10,2025,12,23,43,1
13,Tuesday,6,10,2025,12,23,43,1
14,Tuesday,6,10,2025,12,23,43,1
1,Tuesday,6,10,2025,12,24,43,1
2,Tuesday,6,10,2025,12,24,43,0
3,Tuesday,6,10,2025,12,24,43,0
4,Tuesday,6,10,2025,12,24,43,1
5,Tuesday,6,10,2025,12,24,43,1
6,Tuesday,6,10,2025,12,24,43,1
7,Tuesday,6,10,2025,12,24,43,1
8,Tuesday,6,10,2025,12,24,43,1
9,Tuesday,6,10,2025,12,24,43,1
10,Tuesday,6,10,2025,12,24,43,1
11,Tuesday,6,10,2025,12,24,43,1
12,Tuesday,6,10,2025,12,24,43,1
13,Tuesday,6,10,2025,12,24,43,1
14,Tuesday,6,10,2025,12,24,43,1
1,Tuesday,6,10,2025,12,25,43,1
2,Tuesday,6,10,2025,12,25,43,0
3,Tuesday,6,10,2025,12,25,43,0
4,Tuesday,6,10,2025,12,25,43,1
5,Tuesday,6,10,2025,12,25,43,1
6,Tuesday,6,10,2025,12,25,43,1
7,Tuesday,6,10,2025,12,25,43,1
8,Tuesday,6,10,2025,12,25,43,1
9,Tuesday,6,10,2025,12,25,43,1
10,Tuesday,6,10,2025,12,25,43,1
11,Tuesday,6,10,2025,12,25,43,1
12,Tuesday,6,10,2025,12,25,43,1
13,Tuesday,6,10,2025,12,25,43,1
14,Tuesday,6,10,2025,12,25,43,1
1,Tuesday,6,10,2025,12,26,43,1
2,Tuesday,6,10,2025,12,26,43,0
3,Tuesday,6,10,2025,12,26,43,0
4,Tuesday,6,10,2025,12,26,43,1
5,Tuesday,6,10,2025,12,26,43,1
6,Tuesday,6,10,2025,12,26,43,1
7,Tuesday,6,10,2025,12,26,43,1
8,Tuesday,6,10,2025,12,26,43,1
9,Tuesday,6,10,2025,12,26,43,1
10,Tuesday,6,10,2025,12,26,43,1
11,Tuesday,6,10,2025,12,26,43,1
12,Tuesday,6,10,2025,12,26,43,1
13,Tuesday,6,10,2025,12,26,43,1
14,Tuesday,6,10,2025,12,26,43,1
1,Tuesday,6,10,2025,12,27,43,1
2,Tuesday,6,10,2025,12,27,43,0
3,Tuesday,6,10,2025,12,27,43,0
4,Tuesday,6,10,2025,12,27,43,1
5,Tuesday,6,10,2025,12,27,43,1
6,Tuesday,6,10,2025,12,27,43,1
