SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Wednesday,6,18,2025,19,41,53,0
2,Wednesday,6,18,2025,19,41,53,0
3,Wednesday,6,18,2025,19,41,53,0
4,Wednesday,6,18,2025,19,41,53,1
5,Wednesday,6,18,2025,19,41,53,0
6,Wednesday,6,18,2025,19,41,53,0
7,Wednesday,6,18,2025,19,41,53,0
8,Wednesday,6,18,2025,19,41,53,0
9,Wednesday,6,18,2025,19,41,53,0
10,Wednesday,6,18,2025,19,41,53,0
11,Wednesday,6,18,2025,19,41,53,0
12,Wednesday,6,18,2025,19,41,53,1
13,Wednesday,6,18,2025,19,41,53,0
14,Wednesday,6,18,2025,19,41,53,0
1,Wednesday,6,18,2025,19,42,52,0
2,Wednesday,6,18,2025,19,42,52,0
3,Wednesday,6,18,2025,19,42,52,0
4,Wednesday,6,18,2025,19,42,52,1
5,Wednesday,6,18,2025,19,42,52,0
6,Wednesday,6,18,2025,19,42,52,0
7,Wednesday,6,18,2025,19,42,52,0
8,Wednesday,6,18,2025,19,42,52,0
9,Wednesday,6,18,2025,19,42,52,0
10,Wednesday,6,18,2025,19,42,52,0
11,Wednesday,6,18,2025,19,42,52,0
12,Wednesday,6,18,2025,19,42,52,1
13,Wednesday,6,18,2025,19,42,52,0
14,Wednesday,6,18,2025,19,42,52,0
1,Wednesday,6,18,2025,19,43,52,0
2,Wednesday,6,18,2025,19,43,52,0
3,Wednesday,6,18,2025,19,43,52,0
4,Wednesday,6,18,2025,19,43,52,1
5,Wednesday,6,18,2025,19,43,52,0
6,Wednesday,6,18,2025,19,43,52,0
7,Wednesday,6,18,2025,19,43,52,0
8,Wednesday,6,18,2025,19,43,52,0
9,Wednesday,6,18,2025,19,43,52,0
10,Wednesday,6,18,2025,19,43,52,0
11,Wednesday,6,18,2025,19,43,52,0
12,Wednesday,6,18,2025,19,43,52,1
13,Wednesday,6,18,2025,19,43,52,0
14,Wednesday,6,18,2025,19,43,52,0
1,Wednesday,6,18,2025,19,44,52,0
2,Wednesday,6,18,2025,19,44,52,0
3,Wednesday,6,18,2025,19,44,52,0
4,Wednesday,6,18,2025,19,44,52,1
5,Wednesday,6,18,2025,19,44,52,0
6,Wednesday,6,18,2025,19,44,52,0
7,Wednesday,6,18,2025,19,44,52,0
8,Wednesday,6,18,2025,19,44,52,0
9,Wednesday,6,18,2025,19,44,52,0
10,Wednesday,6,18,2025,19,44,52,0
