SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Tuesday,6,17,2025,7,0,4,0
2,Tuesday,6,17,2025,7,0,4,0
3,Tuesday,6,17,2025,7,0,4,0
4,Tuesday,6,17,2025,7,0,4,0
5,Tuesday,6,17,2025,7,0,4,1
6,Tuesday,6,17,2025,7,0,4,0
7,Tuesday,6,17,2025,7,0,4,0
8,Tuesday,6,17,2025,7,0,4,0
9,Tuesday,6,17,2025,7,0,4,0
10,Tuesday,6,17,2025,7,0,4,0
11,Tuesday,6,17,2025,7,0,4,0
12,Tuesday,6,17,2025,7,0,4,1
13,Tuesday,6,17,2025,7,0,4,0
14,Tuesday,6,17,2025,7,0,4,0
1,Tuesday,6,17,2025,7,1,3,0
2,Tuesday,6,17,2025,7,1,3,0
3,Tuesday,6,17,2025,7,1,3,0
4,Tuesday,6,17,2025,7,1,3,0
5,Tuesday,6,17,2025,7,1,3,1
6,Tuesday,6,17,2025,7,1,3,0
7,Tuesday,6,17,2025,7,1,3,0
8,Tuesday,6,17,2025,7,1,3,0
9,Tuesday,6,17,2025,7,1,3,0
10,Tuesday,6,17,2025,7,1,3,0
11,Tuesday,6,17,2025,7,1,3,0
12,Tuesday,6,17,2025,7,1,3,1
13,Tuesday,6,17,2025,7,1,3,0
14,Tuesday,6,17,2025,7,1,3,0
1,Tuesday,6,17,2025,7,2,3,0
2,Tuesday,6,17,2025,7,2,3,0
3,Tuesday,6,17,2025,7,2,3,0
4,Tuesday,6,17,2025,7,2,3,0
5,Tuesday,6,17,2025,7,2,3,1
6,Tuesday,6,17,2025,7,2,3,0
7,Tuesday,6,17,2025,7,2,3,0
8,Tuesday,6,17,2025,7,2,3,0
9,Tuesday,6,17,2025,7,2,3,0
10,Tuesday,6,17,2025,7,2,3,0
11,Tuesday,6,17,2025,7,2,3,0
12,Tuesday,6,17,2025,7,2,3,1
13,Tuesday,6,17,2025,7,2,3,0
14,Tuesday,6,17,2025,7,2,3,0
1,Tuesday,6,17,2025,7,3,3,0
2,Tuesday,6,17,2025,7,3,3,0
3,Tuesday,6,17,2025,7,3,3,0
4,Tuesday,6,17,2025,7,3,3,0
5,Tuesday,6,17,2025,7,3,3,1
6,Tuesday,6,17,2025,7,3,3,0
7,Tuesday,6,17,2025,7,3,3,0
8,Tuesday,6,17,2025,7,3,3,0
9,Tuesday,6,17,2025,7,3,3,0
10,Tuesday,6,17,2025,7,3,3,0
11,Tuesday,6,17,2025,7,3,3,0
12,Tuesday,6,17,2025,7,3,3,1
13,Tuesday,6,17,2025,7,3,3,0
14,Tuesday,6,17,2025,7,3,3,0
1,Tuesday,6,17,2025,7,4,3,0
2,Tuesday,6,17,2025,7,4,3,0
3,Tuesday,6,17,2025,7,4,3,0
4,Tuesday,6,17,2025,7,4,3,0
5,Tuesday,6,17,2025,7,4,3,1
6,Tuesday,6,17,2025,7,4,3,0
7,Tuesday,6,17,2025,7,4,3,0
8,Tuesday,6,17,2025,7,4,3,0
9,Tuesday,6,17,2025,7,4,3,0
10,Tuesday,6,17,2025,7,4,3,0
11,Tuesday,6,17,2025,7,4,3,0
12,Tuesday,6,17,2025,7,4,3,1
13,Tuesday,6,17,2025,7,4,3,0
14,Tuesday,6,17,2025,7,4,3,0
1,Tuesday,6,17,2025,7,5,3,0
2,Tuesday,6,17,2025,7,5,3,0
3,Tuesday,6,17,2025,7,5,3,0
4,Tuesday,6,17,2025,7,5,3,0
5,Tuesday,6,17,2025,7,5,3,1
6,Tuesday,6,17,2025,7,5,3,0
7,Tuesday,6,17,2025,7,5,3,0
8,Tuesday,6,17,2025,7,5,3,0
9,Tuesday,6,17,2025,7,5,3,0
10,Tuesday,6,17,2025,7,5,3,0
11,Tuesday,6,17,2025,7,5,3,0
12,Tuesday,6,17,2025,7,5,3,1
13,Tuesday,6,17,2025,7,5,3,0
14,Tuesday,6,17,2025,7,5,3,0
1,Tuesday,6,17,2025,7,6,3,0
2,Tuesday,6,17,2025,7,6,3,0
3,Tuesday,6,17,2025,7,6,3,0
4,Tuesday,6,17,2025,7,6,3,0
5,Tuesday,6,17,2025,7,6,3,1
6,Tuesday,6,17,2025,7,6,3,0
