SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Tuesday,6,17,2025,18,0,8,0
2,Tuesday,6,17,2025,18,0,8,0
3,Tuesday,6,17,2025,18,0,8,0
4,Tuesday,6,17,2025,18,0,8,0
5,Tuesday,6,17,2025,18,0,8,0
6,Tuesday,6,17,2025,18,0,8,0
7,Tuesday,6,17,2025,18,0,8,0
8,Tuesday,6,17,2025,18,0,8,0
9,Tuesday,6,17,2025,18,0,8,0
10,Tuesday,6,17,2025,18,0,8,0
11,Tuesday,6,17,2025,18,0,8,0
12,Tuesday,6,17,2025,18,0,8,1
13,Tuesday,6,17,2025,18,0,8,0
14,Tuesday,6,17,2025,18,0,8,0
1,Tuesday,6,17,2025,18,1,7,0
2,Tuesday,6,17,2025,18,1,7,0
3,Tuesday,6,17,2025,18,1,7,0
4,Tuesday,6,17,2025,18,1,7,0
5,Tuesday,6,17,2025,18,1,7,0
6,Tuesday,6,17,2025,18,1,7,0
7,Tuesday,6,17,2025,18,1,7,0
8,Tuesday,6,17,2025,18,1,7,0
9,Tuesday,6,17,2025,18,1,7,0
10,Tuesday,6,17,2025,18,1,7,0
11,Tuesday,6,17,2025,18,1,7,0
12,Tuesday,6,17,2025,18,1,7,1
13,Tuesday,6,17,2025,18,1,7,0
14,Tuesday,6,17,2025,18,1,7,0
1,Tuesday,6,17,2025,18,2,7,0
2,Tuesday,6,17,2025,18,2,7,0
3,Tuesday,6,17,2025,18,2,7,0
4,Tuesday,6,17,2025,18,2,7,0
5,Tuesday,6,17,2025,18,2,7,0
6,Tuesday,6,17,2025,18,2,7,0
7,Tuesday,6,17,2025,18,2,7,0
8,Tuesday,6,17,2025,18,2,7,0
9,Tuesday,6,17,2025,18,2,7,0
10,Tuesday,6,17,2025,18,2,7,0
11,Tuesday,6,17,2025,18,2,7,0
12,Tuesday,6,17,2025,18,2,7,1
13,Tuesday,6,17,2025,18,2,7,0
14,Tuesday,6,17,2025,18,2,7,0
1,Tuesday,6,17,2025,18,3,7,0
2,Tuesday,6,17,2025,18,3,7,0
3,Tuesday,6,17,2025,18,3,7,0
4,Tuesday,6,17,2025,18,3,7,0
5,Tuesday,6,17,2025,18,3,7,0
6,Tuesday,6,17,2025,18,3,7,0
7,Tuesday,6,17,2025,18,3,7,0
8,Tuesday,6,17,2025,18,3,7,0
9,Tuesday,6,17,2025,18,3,7,0
10,Tuesday,6,17,2025,18,3,7,0
11,Tuesday,6,17,2025,18,3,7,0
12,Tuesday,6,17,2025,18,3,7,1
13,Tuesday,6,17,2025,18,3,7,0
14,Tuesday,6,17,2025,18,3,7,0
1,Tuesday,6,17,2025,18,4,7,0
2,Tuesday,6,17,2025,18,4,7,0
3,Tuesday,6,17,2025,18,4,7,0
4,Tuesday,6,17,2025,18,4,7,0
5,Tuesday,6,17,2025,18,4,7,0
6,Tuesday,6,17,2025,18,4,7,0
7,Tuesday,6,17,2025,18,4,7,0
8,Tuesday,6,17,2025,18,4,7,0
9,Tuesday,6,17,2025,18,4,7,0
10,Tuesday,6,17,2025,18,4,7,0
11,Tuesday,6,17,2025,18,4,7,0
12,Tuesday,6,17,2025,18,4,7,1
13,Tuesday,6,17,2025,18,4,7,0
14,Tuesday,6,17,2025,18,4,7,0
1,Tuesday,6,17,2025,18,5,7,0
2,Tuesday,6,17,2025,18,5,7,0
3,Tuesday,6,17,2025,18,5,7,0
4,Tuesday,6,17,2025,18,5,7,0
5,Tuesday,6,17,2025,18,5,7,0
6,Tuesday,6,17,2025,18,5,7,0
7,Tuesday,6,17,2025,18,5,7,0
8,Tuesday,6,17,2025,18,5,7,0
9,Tuesday,6,17,2025,18,5,7,0
10,Tuesday,6,17,2025,18,5,7,0
11,Tuesday,6,17,2025,18,5,7,0
12,Tuesday,6,17,2025,18,5,7,1
13,Tuesday,6,17,2025,18,5,7,0
14,Tuesday,6,17,2025,18,5,7,0
1,Tuesday,6,17,2025,18,6,7,0
2,Tuesday,6,17,2025,18,6,7,0
3,Tuesday,6,17,2025,18,6,7,0
4,Tuesday,6,17,2025,18,6,7,0
5,Tuesday,6,17,2025,18,6,7,0
6,Tuesday,6,17,2025,18,6,7,0
7,Tuesday,6,17,2025,18,6,7,0
8,Tuesday,6,17,2025,18,6,7,0
9,Tuesday,6,17,2025,18,6,7,0
10,Tuesday,6,17,2025,18,6,7,0
11,Tuesday,6,17,2025,18,6,7,0
12,Tuesday,6,17,2025,18,6,7,1
13,Tuesday,6,17,2025,18,6,7,0
14,Tuesday,6,17,2025,18,6,7,0
1,Tuesday,6,17,2025,18,7,7,0
2,Tuesday,6,17,2025,18,7,7,0
3,Tuesday,6,17,2025,18,7,7,0
4,Tuesday,6,17,2025,18,7,7,0
5,Tuesday,6,17,2025,18,7,7,0
6,Tuesday,6,17,2025,18,7,7,0
7,Tuesday,6,17,2025,18,7,7,0
8,Tuesday,6,17,2025,18,7,7,0
9,Tuesday,6,17,2025,18,7,7,0
10,Tuesday,6,17,2025,18,7,7,0
11,Tuesday,6,17,2025,18,7,7,0
12,Tuesday,6,17,2025,18,7,7,1
13,Tuesday,6,17,2025,18,7,7,0
14,Tuesday,6,17,2025,18,7,7,0
1,Tuesday,6,17,2025,18,8,7,0
2,Tuesday,6,17,2025,18,8,7,0
3,Tuesday,6,17,2025,18,8,7,0
4,Tuesday,6,17,2025,18,8,7,0
5,Tuesday,6,17,2025,18,8,7,0
6,Tuesday,6,17,2025,18,8,7,0
7,Tuesday,6,17,2025,18,8,7,0
8,Tuesday,6,17,2025,18,8,7,0
9,Tuesday,6,17,2025,18,8,7,0
10,Tuesday,6,17,2025,18,8,7,0
11,Tuesday,6,17,2025,18,8,7,0
12,Tuesday,6,17,2025,18,8,7,1
13,Tuesday,6,17,2025,18,8,7,0
14,Tuesday,6,17,2025,18,8,7,0
1,Tuesday,6,17,2025,18,9,7,0
2,Tuesday,6,17,2025,18,9,7,0
3,Tuesday,6,17,2025,18,9,7,0
4,Tuesday,6,17,2025,18,9,7,0
5,Tuesday,6,17,2025,18,9,7,0
6,Tuesday,6,17,2025,18,9,7,0
7,Tuesday,6,17,2025,18,9,7,0
8,Tuesday,6,17,2025,18,9,7,0
9,Tuesday,6,17,2025,18,9,7,0
10,Tuesday,6,17,2025,18,9,7,0
11,Tuesday,6,17,2025,18,9,7,0
12,Tuesday,6,17,2025,18,9,7,1
13,Tuesday,6,17,2025,18,9,7,0
14,Tuesday,6,17,2025,18,9,7,0
1,Tuesday,6,17,2025,18,10,7,0
2,Tuesday,6,17,2025,18,10,7,0
3,Tuesday,6,17,2025,18,10,7,0
4,Tuesday,6,17,2025,18,10,7,0
5,Tuesday,6,17,2025,18,10,7,0
6,Tuesday,6,17,2025,18,10,7,0
7,Tuesday,6,17,2025,18,10,7,0
8,Tuesday,6,17,2025,18,10,7,0
9,Tuesday,6,17,2025,18,10,7,0
10,Tuesday,6,17,2025,18,10,7,0
11,Tuesday,6,17,2025,18,10,7,0
12,Tuesday,6,17,2025,18,10,7,1
13,Tuesday,6,17,2025,18,10,7,0
14,Tuesday,6,17,2025,18,10,7,0
1,Tuesday,6,17,2025,18,11,7,0
2,Tuesday,6,17,2025,18,11,7,0
3,Tuesday,6,17,2025,18,11,7,0
4,Tuesday,6,17,2025,18,11,7,0
5,Tuesday,6,17,2025,18,11,7,0
6,Tuesday,6,17,2025,18,11,7,0
7,Tuesday,6,17,2025,18,11,7,0
8,Tuesday,6,17,2025,18,11,7,0
9,Tuesday,6,17,2025,18,11,7,0
10,Tuesday,6,17,2025,18,11,7,0
11,Tuesday,6,17,2025,18,11,7,0
12,Tuesday,6,17,2025,18,11,7,1
13,Tuesday,6,17,2025,18,11,7,0
14,Tuesday,6,17,2025,18,11,7,0
1,Tuesday,6,17,2025,18,12,7,0
2,Tuesday,6,17,2025,18,12,7,0
3,Tuesday,6,17,2025,18,12,7,0
4,Tuesday,6,17,2025,18,12,7,0
5,Tuesday,6,17,2025,18,12,7,0
6,Tuesday,6,17,2025,18,12,7,0
7,Tuesday,6,17,2025,18,12,7,0
8,Tuesday,6,17,2025,18,12,7,0
9,Tuesday,6,17,2025,18,12,7,0
10,Tuesday,6,17,2025,18,12,7,0
11,Tuesday,6,17,2025,18,12,7,0
12,Tuesday,6,17,2025,18,12,7,1
13,Tuesday,6,17,2025,18,12,7,0
14,Tuesday,6,17,2025,18,12,7,0
1,Tuesday,6,17,2025,18,13,7,0
2,Tuesday,6,17,2025,18,13,7,0
3,Tuesday,6,17,2025,18,13,7,0
4,Tuesday,6,17,2025,18,13,7,0
5,Tuesday,6,17,2025,18,13,7,0
6,Tuesday,6,17,2025,18,13,7,0
7,Tuesday,6,17,2025,18,13,7,0
8,Tuesday,6,17,2025,18,13,7,0
9,Tuesday,6,17,2025,18,13,7,0
10,Tuesday,6,17,2025,18,13,7,0
11,Tuesday,6,17,2025,18,13,7,0
12,Tuesday,6,17,2025,18,13,7,1
13,Tuesday,6,17,2025,18,13,7,0
14,Tuesday,6,17,2025,18,13,7,0
1,Tuesday,6,17,2025,18,14,7,0
2,Tuesday,6,17,2025,18,14,7,0
3,Tuesday,6,17,2025,18,14,7,0
4,Tuesday,6,17,2025,18,14,7,0
5,Tuesday,6,17,2025,18,14,7,0
6,Tuesday,6,17,2025,18,14,7,0
7,Tuesday,6,17,2025,18,14,7,0
8,Tuesday,6,17,2025,18,14,7,0
9,Tuesday,6,17,2025,18,14,7,0
10,Tuesday,6,17,2025,18,14,7,0
11,Tuesday,6,17,2025,18,14,7,0
