SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Thursday,6,19,2025,8,0,6,0
2,Thursday,6,19,2025,8,0,6,0
3,Thursday,6,19,2025,8,0,6,0
4,Thursday,6,19,2025,8,0,6,0
5,Thursday,6,19,2025,8,0,6,0
6,Thursday,6,19,2025,8,0,6,0
7,Thursday,6,19,2025,8,0,6,1
8,Thursday,6,19,2025,8,0,6,0
9,Thursday,6,19,2025,8,0,6,1
10,Thursday,6,19,2025,8,0,6,1
11,Thursday,6,19,2025,8,0,6,1
12,Thursday,6,19,2025,8,0,6,1
13,Thursday,6,19,2025,8,0,6,0
14,Thursday,6,19,2025,8,0,6,0
1,Thursday,6,19,2025,8,1,5,0
2,Thursday,6,19,2025,8,1,5,0
3,Thursday,6,19,2025,8,1,5,0
4,Thursday,6,19,2025,8,1,5,0
5,Thursday,6,19,2025,8,1,5,0
6,Thursday,6,19,2025,8,1,5,0
7,Thursday,6,19,2025,8,1,5,1
8,Thursday,6,19,2025,8,1,5,0
9,Thursday,6,19,2025,8,1,5,1
10,Thursday,6,19,2025,8,1,5,1
11,Thursday,6,19,2025,8,1,5,1
12,Thursday,6,19,2025,8,1,5,1
13,Thursday,6,19,2025,8,1,5,0
14,Thursday,6,19,2025,8,1,5,0
1,Thursday,6,19,2025,8,2,5,0
2,Thursday,6,19,2025,8,2,5,0
3,Thursday,6,19,2025,8,2,5,0
4,Thursday,6,19,2025,8,2,5,0
5,Thursday,6,19,2025,8,2,5,0
6,Thursday,6,19,2025,8,2,5,0
7,Thursday,6,19,2025,8,2,5,1
8,Thursday,6,19,2025,8,2,5,0
9,Thursday,6,19,2025,8,2,5,1
10,Thursday,6,19,2025,8,2,5,1
11,Thursday,6,19,2025,8,2,5,1
12,Thursday,6,19,2025,8,2,5,1
13,Thursday,6,19,2025,8,2,5,0
14,Thursday,6,19,2025,8,2,5,0
1,Thursday,6,19,2025,8,3,5,0
2,Thursday,6,19,2025,8,3,5,0
3,Thursday,6,19,2025,8,3,5,0
4,Thursday,6,19,2025,8,3,5,0
5,Thursday,6,19,2025,8,3,5,0
6,Thursday,6,19,2025,8,3,5,0
7,Thursday,6,19,2025,8,3,5,1
8,Thursday,6,19,2025,8,3,5,0
9,Thursday,6,19,2025,8,3,5,1
10,Thursday,6,19,2025,8,3,5,1
11,Thursday,6,19,2025,8,3,5,1
12,Thursday,6,19,2025,8,3,5,1
13,Thursday,6,19,2025,8,3,5,0
14,Thursday,6,19,2025,8,3,5,0
1,Thursday,6,19,2025,8,4,5,0
2,Thursday,6,19,2025,8,4,5,0
3,Thursday,6,19,2025,8,4,5,0
4,Thursday,6,19,2025,8,4,5,0
5,Thursday,6,19,2025,8,4,5,0
6,Thursday,6,19,2025,8,4,5,0
7,Thursday,6,19,2025,8,4,5,1
8,Thursday,6,19,2025,8,4,5,0
9,Thursday,6,19,2025,8,4,5,1
10,Thursday,6,19,2025,8,4,5,1
11,Thursday,6,19,2025,8,4,5,1
12,Thursday,6,19,2025,8,4,5,1
13,Thursday,6,19,2025,8,4,5,0
14,Thursday,6,19,2025,8,4,5,0
1,Thursday,6,19,2025,8,5,5,0
2,Thursday,6,19,2025,8,5,5,0
3,Thursday,6,19,2025,8,5,5,0
4,Thursday,6,19,2025,8,5,5,0
5,Thursday,6,19,2025,8,5,5,0
6,Thursday,6,19,2025,8,5,5,0
7,Thursday,6,19,2025,8,5,5,1
8,Thursday,6,19,2025,8,5,5,0
9,Thursday,6,19,2025,8,5,5,1
10,Thursday,6,19,2025,8,5,5,1
11,Thursday,6,19,2025,8,5,5,1
12,Thursday,6,19,2025,8,5,5,1
13,Thursday,6,19,2025,8,5,5,0
14,Thursday,6,19,2025,8,5,5,0
1,Thursday,6,19,2025,8,6,5,0
2,Thursday,6,19,2025,8,6,5,0
3,Thursday,6,19,2025,8,6,5,0
4,Thursday,6,19,2025,8,6,5,0
5,Thursday,6,19,2025,8,6,5,0
6,Thursday,6,19,2025,8,6,5,0
7,Thursday,6,19,2025,8,6,5,1
8,Thursday,6,19,2025,8,6,5,0
9,Thursday,6,19,2025,8,6,5,1
10,Thursday,6,19,2025,8,6,5,1
11,Thursday,6,19,2025,8,6,5,1
12,Thursday,6,19,2025,8,6,5,1
13,Thursday,6,19,2025,8,6,5,0
14,Thursday,6,19,2025,8,6,5,0
1,Thursday,6,19,2025,8,7,5,0
2,Thursday,6,19,2025,8,7,5,0
3,Thursday,6,19,2025,8,7,5,0
4,Thursday,6,19,2025,8,7,5,0
5,Thursday,6,19,2025,8,7,5,0
6,Thursday,6,19,2025,8,7,5,0
7,Thursday,6,19,2025,8,7,5,1
8,Thursday,6,19,2025,8,7,5,0
9,Thursday,6,19,2025,8,7,5,1
10,Thursday,6,19,2025,8,7,5,1
11,Thursday,6,19,2025,8,7,5,1
12,Thursday,6,19,2025,8,7,5,1
13,Thursday,6,19,2025,8,7,5,0
14,Thursday,6,19,2025,8,7,5,0
1,Thursday,6,19,2025,8,8,5,0
2,Thursday,6,19,2025,8,8,5,0
3,Thursday,6,19,2025,8,8,5,0
4,Thursday,6,19,2025,8,8,5,0
5,Thursday,6,19,2025,8,8,5,0
6,Thursday,6,19,2025,8,8,5,0
7,Thursday,6,19,2025,8,8,5,1
8,Thursday,6,19,2025,8,8,5,0
9,Thursday,6,19,2025,8,8,5,1
10,Thursday,6,19,2025,8,8,5,1
11,Thursday,6,19,2025,8,8,5,1
12,Thursday,6,19,2025,8,8,5,1
13,Thursday,6,19,2025,8,8,5,0
14,Thursday,6,19,2025,8,8,5,0
1,Thursday,6,19,2025,8,9,5,0
2,Thursday,6,19,2025,8,9,5,0
3,Thursday,6,19,2025,8,9,5,0
4,Thursday,6,19,2025,8,9,5,0
5,Thursday,6,19,2025,8,9,5,0
6,Thursday,6,19,2025,8,9,5,0
7,Thursday,6,19,2025,8,9,5,1
8,Thursday,6,19,2025,8,9,5,0
9,Thursday,6,19,2025,8,9,5,1
10,Thursday,6,19,2025,8,9,5,1
11,Thursday,6,19,2025,8,9,5,1
12,Thursday,6,19,2025,8,9,5,1
13,Thursday,6,19,2025,8,9,5,0
14,Thursday,6,19,2025,8,9,5,0
1,Thursday,6,19,2025,8,10,5,0
2,Thursday,6,19,2025,8,10,5,0
3,Thursday,6,19,2025,8,10,5,0
4,Thursday,6,19,2025,8,10,5,0
5,Thursday,6,19,2025,8,10,5,0
6,Thursday,6,19,2025,8,10,5,0
