SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Tuesday,6,24,2025,14,0,11,0
2,Tuesday,6,24,2025,14,0,11,1
3,Tuesday,6,24,2025,14,0,11,0
4,Tuesday,6,24,2025,14,0,11,0
5,Tuesday,6,24,2025,14,0,11,0
6,Tuesday,6,24,2025,14,0,11,0
7,Tuesday,6,24,2025,14,0,11,1
8,Tuesday,6,24,2025,14,0,11,1
9,Tuesday,6,24,2025,14,0,11,1
10,Tuesday,6,24,2025,14,0,11,1
11,Tuesday,6,24,2025,14,0,11,1
12,Tuesday,6,24,2025,14,0,11,1
13,Tuesday,6,24,2025,14,0,11,1
14,Tuesday,6,24,2025,14,0,11,1
1,Tuesday,6,24,2025,14,1,10,0
2,Tuesday,6,24,2025,14,1,10,1
3,Tuesday,6,24,2025,14,1,10,0
4,Tuesday,6,24,2025,14,1,10,0
5,Tuesday,6,24,2025,14,1,10,0
6,Tuesday,6,24,2025,14,1,10,0
7,Tuesday,6,24,2025,14,1,10,1
8,Tuesday,6,24,2025,14,1,10,1
9,Tuesday,6,24,2025,14,1,10,1
10,Tuesday,6,24,2025,14,1,10,1
11,Tuesday,6,24,2025,14,1,10,1
12,Tuesday,6,24,2025,14,1,10,1
13,Tuesday,6,24,2025,14,1,10,1
14,Tuesday,6,24,2025,14,1,10,1
1,Tuesday,6,24,2025,14,2,10,0
2,Tuesday,6,24,2025,14,2,10,1
3,Tuesday,6,24,2025,14,2,10,0
4,Tuesday,6,24,2025,14,2,10,0
5,Tuesday,6,24,2025,14,2,10,0
6,Tuesday,6,24,2025,14,2,10,0
7,Tuesday,6,24,2025,14,2,10,1
8,Tuesday,6,24,2025,14,2,10,1
9,Tuesday,6,24,2025,14,2,10,1
10,Tuesday,6,24,2025,14,2,10,1
11,Tuesday,6,24,2025,14,2,10,1
12,Tuesday,6,24,2025,14,2,10,1
13,Tuesday,6,24,2025,14,2,10,1
14,Tuesday,6,24,2025,14,2,10,1
1,Tuesday,6,24,2025,14,3,10,0
2,Tuesday,6,24,2025,14,3,10,1
3,Tuesday,6,24,2025,14,3,10,0
4,Tuesday,6,24,2025,14,3,10,0
5,Tuesday,6,24,2025,14,3,10,0
6,Tuesday,6,24,2025,14,3,10,0
7,Tuesday,6,24,2025,14,3,10,1
8,Tuesday,6,24,2025,14,3,10,1
9,Tuesday,6,24,2025,14,3,10,1
10,Tuesday,6,24,2025,14,3,10,1
11,Tuesday,6,24,2025,14,3,10,1
12,Tuesday,6,24,2025,14,3,10,1
13,Tuesday,6,24,2025,14,3,10,1
14,Tuesday,6,24,2025,14,3,10,1
1,Tuesday,6,24,2025,14,4,10,0
2,Tuesday,6,24,2025,14,4,10,1
3,Tuesday,6,24,2025,14,4,10,0
4,Tuesday,6,24,2025,14,4,10,0
5,Tuesday,6,24,2025,14,4,10,0
6,Tuesday,6,24,2025,14,4,10,0
7,Tuesday,6,24,2025,14,4,10,1
8,Tuesday,6,24,2025,14,4,10,1
9,Tuesday,6,24,2025,14,4,10,1
10,Tuesday,6,24,2025,14,4,10,1
11,Tuesday,6,24,2025,14,4,10,1
12,Tuesday,6,24,2025,14,4,10,1
13,Tuesday,6,24,2025,14,4,10,1
