SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Tuesday,7,1,2025,15,0,16,1
2,Tuesday,7,1,2025,15,0,16,1
3,Tuesday,7,1,2025,15,0,16,0
4,Tuesday,7,1,2025,15,0,16,0
5,Tuesday,7,1,2025,15,0,16,1
6,Tuesday,7,1,2025,15,0,16,1
7,Tuesday,7,1,2025,15,0,16,1
8,Tuesday,7,1,2025,15,0,16,1
9,Tuesday,7,1,2025,15,0,16,1
10,Tuesday,7,1,2025,15,0,16,1
11,Tuesday,7,1,2025,15,0,16,1
12,Tuesday,7,1,2025,15,0,16,1
13,Tuesday,7,1,2025,15,0,16,0
14,Tuesday,7,1,2025,15,0,16,1
1,Tuesday,7,1,2025,15,1,15,1
2,Tuesday,7,1,2025,15,1,15,1
3,Tuesday,7,1,2025,15,1,15,0
4,Tuesday,7,1,2025,15,1,15,0
5,Tuesday,7,1,2025,15,1,15,1
6,Tuesday,7,1,2025,15,1,15,1
7,Tuesday,7,1,2025,15,1,15,1
8,Tuesday,7,1,2025,15,1,15,1
9,Tuesday,7,1,2025,15,1,15,1
10,Tuesday,7,1,2025,15,1,15,1
11,Tuesday,7,1,2025,15,1,15,1
12,Tuesday,7,1,2025,15,1,15,1
13,Tuesday,7,1,2025,15,1,15,0
14,Tuesday,7,1,2025,15,1,15,1
1,Tuesday,7,1,2025,15,2,15,1
2,Tuesday,7,1,2025,15,2,15,1
3,Tuesday,7,1,2025,15,2,15,0
4,Tuesday,7,1,2025,15,2,15,0
5,Tuesday,7,1,2025,15,2,15,1
6,Tuesday,7,1,2025,15,2,15,1
7,Tuesday,7,1,2025,15,2,15,1
8,Tuesday,7,1,2025,15,2,15,1
9,Tuesday,7,1,2025,15,2,15,1
10,Tuesday,7,1,2025,15,2,15,1
11,Tuesday,7,1,2025,15,2,15,1
12,Tuesday,7,1,2025,15,2,15,1
13,Tuesday,7,1,2025,15,2,15,0
14,Tuesday,7,1,2025,15,2,15,1
1,Tuesday,7,1,2025,15,3,15,1
2,Tuesday,7,1,2025,15,3,15,1
3,Tuesday,7,1,2025,15,3,15,0
4,Tuesday,7,1,2025,15,3,15,0
5,Tuesday,7,1,2025,15,3,15,1
6,Tuesday,7,1,2025,15,3,15,1
7,Tuesday,7,1,2025,15,3,15,1
