SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Monday,6,30,2025,18,0,9,0
2,Monday,6,30,2025,18,0,9,0
3,Monday,6,30,2025,18,0,9,0
4,Monday,6,30,2025,18,0,9,0
5,Monday,6,30,2025,18,0,9,0
6,Monday,6,30,2025,18,0,9,0
7,Monday,6,30,2025,18,0,9,0
8,Monday,6,30,2025,18,0,9,0
9,Monday,6,30,2025,18,0,9,0
10,Monday,6,30,2025,18,0,9,0
11,Monday,6,30,2025,18,0,9,0
12,Monday,6,30,2025,18,0,9,1
13,Monday,6,30,2025,18,0,9,0
14,Monday,6,30,2025,18,0,9,0
1,Monday,6,30,2025,18,1,8,0
2,Monday,6,30,2025,18,1,8,0
3,Monday,6,30,2025,18,1,8,0
4,Monday,6,30,2025,18,1,8,0
5,Monday,6,30,2025,18,1,8,0
6,Monday,6,30,2025,18,1,8,0
7,Monday,6,30,2025,18,1,8,0
8,Monday,6,30,2025,18,1,8,0
9,Monday,6,30,2025,18,1,8,0
10,Monday,6,30,2025,18,1,8,0
11,Monday,6,30,2025,18,1,8,0
12,Monday,6,30,2025,18,1,8,1
13,Monday,6,30,2025,18,1,8,0
14,Monday,6,30,2025,18,1,8,0
1,Monday,6,30,2025,18,2,8,0
2,Monday,6,30,2025,18,2,8,0
3,Monday,6,30,2025,18,2,8,0
4,Monday,6,30,2025,18,2,8,0
5,Monday,6,30,2025,18,2,8,0
6,Monday,6,30,2025,18,2,8,0
7,Monday,6,30,2025,18,2,8,0
8,Monday,6,30,2025,18,2,8,0
9,Monday,6,30,2025,18,2,8,0
10,Monday,6,30,2025,18,2,8,0
11,Monday,6,30,2025,18,2,8,0
12,Monday,6,30,2025,18,2,8,1
13,Monday,6,30,2025,18,2,8,0
14,Monday,6,30,2025,18,2,8,0
1,Monday,6,30,2025,18,3,8,0
2,Monday,6,30,2025,18,3,8,0
3,Monday,6,30,2025,18,3,8,0
4,Monday,6,30,2025,18,3,8,0
5,Monday,6,30,2025,18,3,8,0
6,Monday,6,30,2025,18,3,8,0
7,Monday,6,30,2025,18,3,8,0
8,Monday,6,30,2025,18,3,8,0
9,Monday,6,30,2025,18,3,8,0
10,Monday,6,30,2025,18,3,8,0
11,Monday,6,30,2025,18,3,8,0
12,Monday,6,30,2025,18,3,8,1
13,Monday,6,30,2025,18,3,8,0
14,Monday,6,30,2025,18,3,8,0
1,Monday,6,30,2025,18,4,8,0
2,Monday,6,30,2025,18,4,8,0
3,Monday,6,30,2025,18,4,8,0
4,Monday,6,30,2025,18,4,8,0
5,Monday,6,30,2025,18,4,8,0
6,Monday,6,30,2025,18,4,8,0
7,Monday,6,30,2025,18,4,8,0
8,Monday,6,30,2025,18,4,8,0
9,Monday,6,30,2025,18,4,8,0
10,Monday,6,30,2025,18,4,8,0
11,Monday,6,30,2025,18,4,8,0
12,Monday,6,30,2025,18,4,8,1
13,Monday,6,30,2025,18,4,8,0
14,Monday,6,30,2025,18,4,8,0
1,Monday,6,30,2025,18,5,8,0
2,Monday,6,30,2025,18,5,8,0
3,Monday,6,30,2025,18,5,8,0
4,Monday,6,30,2025,18,5,8,0
5,Monday,6,30,2025,18,5,8,0
6,Monday,6,30,2025,18,5,8,0
7,Monday,6,30,2025,18,5,8,0
8,Monday,6,30,2025,18,5,8,0
9,Monday,6,30,2025,18,5,8,0
10,Monday,6,30,2025,18,5,8,0
11,Monday,6,30,2025,18,5,8,0
12,Monday,6,30,2025,18,5,8,1
13,Monday,6,30,2025,18,5,8,0
14,Monday,6,30,2025,18,5,8,0
1,Monday,6,30,2025,18,6,8,0
2,Monday,6,30,2025,18,6,8,0
3,Monday,6,30,2025,18,6,8,0
4,Monday,6,30,2025,18,6,8,0
5,Monday,6,30,2025,18,6,8,0
6,Monday,6,30,2025,18,6,8,0
7,Monday,6,30,2025,18,6,8,0
8,Monday,6,30,2025,18,6,8,0
9,Monday,6,30,2025,18,6,8,0
10,Monday,6,30,2025,18,6,8,0
11,Monday,6,30,2025,18,6,8,0
12,Monday,6,30,2025,18,6,8,1
13,Monday,6,30,2025,18,6,8,0
14,Monday,6,30,2025,18,6,8,0
1,Monday,6,30,2025,18,7,8,0
2,Monday,6,30,2025,18,7,8,0
3,Monday,6,30,2025,18,7,8,0
4,Monday,6,30,2025,18,7,8,0
5,Monday,6,30,2025,18,7,8,0
6,Monday,6,30,2025,18,7,8,0
7,Monday,6,30,2025,18,7,8,0
8,Monday,6,30,2025,18,7,8,0
9,Monday,6,30,2025,18,7,8,0
10,Monday,6,30,2025,18,7,8,0
11,Monday,6,30,2025,18,7,8,0
12,Monday,6,30,2025,18,7,8,1
13,Monday,6,30,2025,18,7,8,0
14,Monday,6,30,2025,18,7,8,0
