SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Thursday,6,12,2025,9,1,12,0
2,Thursday,6,12,2025,9,1,12,0
3,Thursday,6,12,2025,9,1,12,0
4,Thursday,6,12,2025,9,1,12,1
5,Thursday,6,12,2025,9,1,12,1
6,Thursday,6,12,2025,9,1,12,0
7,Thursday,6,12,2025,9,1,12,1
8,Thursday,6,12,2025,9,1,12,0
9,Thursday,6,12,2025,9,1,12,1
10,Thursday,6,12,2025,9,1,12,1
11,Thursday,6,12,2025,9,1,12,1
12,Thursday,6,12,2025,9,1,12,1
13,Thursday,6,12,2025,9,1,12,1
14,Thursday,6,12,2025,9,1,12,0
1,Thursday,6,12,2025,9,2,12,0
2,Thursday,6,12,2025,9,2,12,0
3,Thursday,6,12,2025,9,2,12,0
4,Thursday,6,12,2025,9,2,12,1
5,Thursday,6,12,2025,9,2,12,1
6,Thursday,6,12,2025,9,2,12,0
7,Thursday,6,12,2025,9,2,12,1
8,Thursday,6,12,2025,9,2,12,0
9,Thursday,6,12,2025,9,2,12,1
10,Thursday,6,12,2025,9,2,12,1
11,Thursday,6,12,2025,9,2,12,1
12,Thursday,6,12,2025,9,2,12,1
13,Thursday,6,12,2025,9,2,12,1
14,Thursday,6,12,2025,9,2,12,0
1,Thursday,6,12,2025,9,3,12,0
2,Thursday,6,12,2025,9,3,12,0
3,Thursday,6,12,2025,9,3,12,0
4,Thursday,6,12,2025,9,3,12,1
5,Thursday,6,12,2025,9,3,12,1
6,Thursday,6,12,2025,9,3,12,0
7,Thursday,6,12,2025,9,3,12,1
8,Thursday,6,12,2025,9,3,12,0
9,Thursday,6,12,2025,9,3,12,1
10,Thursday,6,12,2025,9,3,12,1
11,Thursday,6,12,2025,9,3,12,1
12,Thursday,6,12,2025,9,3,12,1
13,Thursday,6,12,2025,9,3,12,1
14,Thursday,6,12,2025,9,3,12,0
1,Thursday,6,12,2025,9,4,12,0
2,Thursday,6,12,2025,9,4,12,0
3,Thursday,6,12,2025,9,4,12,0
4,Thursday,6,12,2025,9,4,12,1
5,Thursday,6,12,2025,9,4,12,1
6,Thursday,6,12,2025,9,4,12,0
7,Thursday,6,12,2025,9,4,12,1
8,Thursday,6,12,2025,9,4,12,0
9,Thursday,6,12,2025,9,4,12,1
10,Thursday,6,12,2025,9,4,12,1
11,Thursday,6,12,2025,9,4,12,1
12,Thursday,6,12,2025,9,4,12,1
13,Thursday,6,12,2025,9,4,12,1
14,Thursday,6,12,2025,9,4,12,0
1,Thursday,6,12,2025,9,5,12,0
2,Thursday,6,12,2025,9,5,12,0
3,Thursday,6,12,2025,9,5,12,0
4,Thursday,6,12,2025,9,5,12,1
5,Thursday,6,12,2025,9,5,12,1
6,Thursday,6,12,2025,9,5,12,0
7,Thursday,6,12,2025,9,5,12,1
8,Thursday,6,12,2025,9,5,12,0
9,Thursday,6,12,2025,9,5,12,1
10,Thursday,6,12,2025,9,5,12,1
11,Thursday,6,12,2025,9,5,12,1
12,Thursday,6,12,2025,9,5,12,1
13,Thursday,6,12,2025,9,5,12,1
14,Thursday,6,12,2025,9,5,12,0
1,Thursday,6,12,2025,9,6,12,0
2,Thursday,6,12,2025,9,6,12,0
3,Thursday,6,12,2025,9,6,12,0
4,Thursday,6,12,2025,9,6,12,1
5,Thursday,6,12,2025,9,6,12,1
6,Thursday,6,12,2025,9,6,12,0
7,Thursday,6,12,2025,9,6,12,1
8,Thursday,6,12,2025,9,6,12,0
9,Thursday,6,12,2025,9,6,12,1
10,Thursday,6,12,2025,9,6,12,1
11,Thursday,6,12,2025,9,6,12,1
12,Thursday,6,12,2025,9,6,12,1
13,Thursday,6,12,2025,9,6,12,1
14,Thursday,6,12,2025,9,6,12,0
1,Thursday,6,12,2025,9,7,12,0
2,Thursday,6,12,2025,9,7,12,0
3,Thursday,6,12,2025,9,7,12,0
4,Thursday,6,12,2025,9,7,12,1
5,Thursday,6,12,2025,9,7,12,1
6,Thursday,6,12,2025,9,7,12,0
7,Thursday,6,12,2025,9,7,12,1
8,Thursday,6,12,2025,9,7,12,0
9,Thursday,6,12,2025,9,7,12,1
10,Thursday,6,12,2025,9,7,12,1
11,Thursday,6,12,2025,9,7,12,1
12,Thursday,6,12,2025,9,7,12,1
13,Thursday,6,12,2025,9,7,12,1
14,Thursday,6,12,2025,9,7,12,0
1,Thursday,6,12,2025,9,8,12,0
2,Thursday,6,12,2025,9,8,12,0
3,Thursday,6,12,2025,9,8,12,0
4,Thursday,6,12,2025,9,8,12,1
5,Thursday,6,12,2025,9,8,12,1
6,Thursday,6,12,2025,9,8,12,0
7,Thursday,6,12,2025,9,8,12,1
8,Thursday,6,12,2025,9,8,12,0
9,Thursday,6,12,2025,9,8,12,1
10,Thursday,6,12,2025,9,8,12,1
11,Thursday,6,12,2025,9,8,12,1
12,Thursday,6,12,2025,9,8,12,1
13,Thursday,6,12,2025,9,8,12,1
14,Thursday,6,12,2025,9,8,12,0
1,Thursday,6,12,2025,9,9,12,0
2,Thursday,6,12,2025,9,9,12,0
3,Thursday,6,12,2025,9,9,12,0
4,Thursday,6,12,2025,9,9,12,1
