SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Thursday,6,12,2025,10,1,15,0
2,Thursday,6,12,2025,10,1,15,0
3,Thursday,6,12,2025,10,1,15,0
4,Thursday,6,12,2025,10,1,15,1
5,Thursday,6,12,2025,10,1,15,1
6,Thursday,6,12,2025,10,1,15,1
7,Thursday,6,12,2025,10,1,15,1
8,Thursday,6,12,2025,10,1,15,1
9,Thursday,6,12,2025,10,1,15,1
10,Thursday,6,12,2025,10,1,15,1
11,Thursday,6,12,2025,10,1,15,1
12,Thursday,6,12,2025,10,1,15,1
13,Thursday,6,12,2025,10,1,15,1
14,Thursday,6,12,2025,10,1,15,0
1,Thursday,6,12,2025,10,2,15,0
2,Thursday,6,12,2025,10,2,15,0
3,Thursday,6,12,2025,10,2,15,0
4,Thursday,6,12,2025,10,2,15,1
5,Thursday,6,12,2025,10,2,15,1
6,Thursday,6,12,2025,10,2,15,1
7,Thursday,6,12,2025,10,2,15,1
8,Thursday,6,12,2025,10,2,15,1
9,Thursday,6,12,2025,10,2,15,1
10,Thursday,6,12,2025,10,2,15,1
11,Thursday,6,12,2025,10,2,15,1
12,Thursday,6,12,2025,10,2,15,1
13,Thursday,6,12,2025,10,2,15,1
14,Thursday,6,12,2025,10,2,15,1
1,Thursday,6,12,2025,10,3,15,0
2,Thursday,6,12,2025,10,3,15,0
3,Thursday,6,12,2025,10,3,15,0
4,Thursday,6,12,2025,10,3,15,1
5,Thursday,6,12,2025,10,3,15,1
6,Thursday,6,12,2025,10,3,15,1
7,Thursday,6,12,2025,10,3,15,1
8,Thursday,6,12,2025,10,3,15,1
9,Thursday,6,12,2025,10,3,15,1
10,Thursday,6,12,2025,10,3,15,1
11,Thursday,6,12,2025,10,3,15,1
12,Thursday,6,12,2025,10,3,15,1
13,Thursday,6,12,2025,10,3,15,1
14,Thursday,6,12,2025,10,3,15,1
1,Thursday,6,12,2025,10,4,15,0
2,Thursday,6,12,2025,10,4,15,0
3,Thursday,6,12,2025,10,4,15,0
4,Thursday,6,12,2025,10,4,15,1
5,Thursday,6,12,2025,10,4,15,1
6,Thursday,6,12,2025,10,4,15,1
7,Thursday,6,12,2025,10,4,15,1
8,Thursday,6,12,2025,10,4,15,1
9,Thursday,6,12,2025,10,4,15,1
10,Thursday,6,12,2025,10,4,15,1
11,Thursday,6,12,2025,10,4,15,1
12,Thursday,6,12,2025,10,4,15,1
13,Thursday,6,12,2025,10,4,15,1
14,Thursday,6,12,2025,10,4,15,1
1,Thursday,6,12,2025,10,5,15,0
2,Thursday,6,12,2025,10,5,15,0
3,Thursday,6,12,2025,10,5,15,0
4,Thursday,6,12,2025,10,5,15,1
5,Thursday,6,12,2025,10,5,15,1
6,Thursday,6,12,2025,10,5,15,1
7,Thursday,6,12,2025,10,5,15,1
8,Thursday,6,12,2025,10,5,15,1
9,Thursday,6,12,2025,10,5,15,1
10,Thursday,6,12,2025,10,5,15,1
11,Thursday,6,12,2025,10,5,15,1
12,Thursday,6,12,2025,10,5,15,1
13,Thursday,6,12,2025,10,5,15,1
14,Thursday,6,12,2025,10,5,15,1
1,Thursday,6,12,2025,10,6,15,0
2,Thursday,6,12,2025,10,6,15,0
3,Thursday,6,12,2025,10,6,15,0
