SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
1,Thursday,6,12,2025,16,1,20,1
2,Thursday,6,12,2025,16,1,20,0
3,Thursday,6,12,2025,16,1,20,0
4,Thursday,6,12,2025,16,1,20,0
5,Thursday,6,12,2025,16,1,20,1
6,Thursday,6,12,2025,16,1,20,1
7,Thursday,6,12,2025,16,1,20,1
8,Thursday,6,12,2025,16,1,20,1
9,Thursday,6,12,2025,16,1,20,1
10,Thursday,6,12,2025,16,1,20,1
11,Thursday,6,12,2025,16,1,20,1
12,Thursday,6,12,2025,16,1,20,1
13,Thursday,6,12,2025,16,1,20,1
14,Thursday,6,12,2025,16,1,20,1
1,Thursday,6,12,2025,16,2,20,1
2,Thursday,6,12,2025,16,2,20,0
3,Thursday,6,12,2025,16,2,20,0
4,Thursday,6,12,2025,16,2,20,0
5,Thursday,6,12,2025,16,2,20,1
6,Thursday,6,12,2025,16,2,20,1
7,Thursday,6,12,2025,16,2,20,1
8,Thursday,6,12,2025,16,2,20,1
9,Thursday,6,12,2025,16,2,20,1
10,Thursday,6,12,2025,16,2,20,1
11,Thursday,6,12,2025,16,2,20,1
12,Thursday,6,12,2025,16,2,20,1
13,Thursday,6,12,2025,16,2,20,1
14,Thursday,6,12,2025,16,2,20,1
1,Thursday,6,12,2025,16,3,20,1
2,Thursday,6,12,2025,16,3,20,0
3,Thursday,6,12,2025,16,3,20,0
4,Thursday,6,12,2025,16,3,20,0
5,Thursday,6,12,2025,16,3,20,1
6,Thursday,6,12,2025,16,3,20,1
7,Thursday,6,12,2025,16,3,20,1
8,Thursday,6,12,2025,16,3,20,1
9,Thursday,6,12,2025,16,3,20,1
10,Thursday,6,12,2025,16,3,20,1
11,Thursday,6,12,2025,16,3,20,1
12,Thursday,6,12,2025,16,3,20,1
13,Thursday,6,12,2025,16,3,20,1
14,Thursday,6,12,2025,16,3,20,1
1,Thursday,6,12,2025,16,4,20,1
2,Thursday,6,12,2025,16,4,20,0
3,Thursday,6,12,2025,16,4,20,0
4,Thursday,6,12,2025,16,4,20,0
5,Thursday,6,12,2025,16,4,20,1
6,Thursday,6,12,2025,16,4,20,1
7,Thursday,6,12,2025,16,4,20,1
8,Thursday,6,12,2025,16,4,20,1
9,Thursday,6,12,2025,16,4,20,1
10,Thursday,6,12,2025,16,4,20,1
11,Thursday,6,12,2025,16,4,20,1
12,Thursday,6,12,2025,16,4,20,1
13,Thursday,6,12,2025,16,4,20,1
14,Thursday,6,12,2025,16,4,20,0
1,Thursday,6,12,2025,16,5,20,1
2,Thursday,6,12,2025,16,5,20,0
3,Thursday,6,12,2025,16,5,20,0
4,Thursday,6,12,2025,16,5,20,1
5,Thursday,6,12,2025,16,5,20,1
6,Thursday,6,12,2025,16,5,20,1
7,Thursday,6,12,2025,16,5,20,1
8,Thursday,6,12,2025,16,5,20,1
9,Thursday,6,12,2025,16,5,20,1
10,Thursday,6,12,2025,16,5,20,1
11,Thursday,6,12,2025,16,5,20,1
12,Thursday,6,12,2025,16,5,20,1
13,Thursday,6,12,2025,16,5,20,1
14,Thursday,6,12,2025,16,5,20,0
1,Thursday,6,12,2025,16,6,20,1
2,Thursday,6,12,2025,16,6,20,0
3,Thursday,6,12,2025,16,6,20,0
4,Thursday,6,12,2025,16,6,20,1
5,Thursday,6,12,2025,16,6,20,1
6,Thursday,6,12,2025,16,6,20,1
7,Thursday,6,12,2025,16,6,20,0
8,Thursday,6,12,2025,16,6,20,1
9,Thursday,6,12,2025,16,6,20,1
10,Thursday,6,12,2025,16,6,20,1
11,Thursday,6,12,2025,16,6,20,1
12,Thursday,6,12,2025,16,6,20,1
13,Thursday,6,12,2025,16,6,20,1
14,Thursday,6,12,2025,16,6,20,0
1,Thursday,6,12,2025,16,7,20,1
2,Thursday,6,12,2025,16,7,20,0
3,Thursday,6,12,2025,16,7,20,0
4,Thursday,6,12,2025,16,7,20,0
5,Thursday,6,12,2025,16,7,20,1
6,Thursday,6,12,2025,16,7,20,1
7,Thursday,6,12,2025,16,7,20,0
8,Thursday,6,12,2025,16,7,20,1
9,Thursday,6,12,2025,16,7,20,1
10,Thursday,6,12,2025,16,7,20,1
11,Thursday,6,12,2025,16,7,20,1
12,Thursday,6,12,2025,16,7,20,1
13,Thursday,6,12,2025,16,7,20,1
14,Thursday,6,12,2025,16,7,20,0
1,Thursday,6,12,2025,16,8,20,1
2,Thursday,6,12,2025,16,8,20,0
3,Thursday,6,12,2025,16,8,20,0
4,Thursday,6,12,2025,16,8,20,0
5,Thursday,6,12,2025,16,8,20,1
6,Thursday,6,12,2025,16,8,20,1
7,Thursday,6,12,2025,16,8,20,0
8,Thursday,6,12,2025,16,8,20,1
9,Thursday,6,12,2025,16,8,20,1
10,Thursday,6,12,2025,16,8,20,1
11,Thursday,6,12,2025,16,8,20,1
12,Thursday,6,12,2025,16,8,20,1
13,Thursday,6,12,2025,16,8,20,1
14,Thursday,6,12,2025,16,8,20,0
1,Thursday,6,12,2025,16,9,20,1
2,Thursday,6,12,2025,16,9,20,0
3,Thursday,6,12,2025,16,9,20,0
4,Thursday,6,12,2025,16,9,20,0
5,Thursday,6,12,2025,16,9,20,1
6,Thursday,6,12,2025,16,9,20,1
7,Thursday,6,12,2025,16,9,20,0
8,Thursday,6,12,2025,16,9,20,1
9,Thursday,6,12,2025,16,9,20,1
10,Thursday,6,12,2025,16,9,20,1
11,Thursday,6,12,2025,16,9,20,1
12,Thursday,6,12,2025,16,9,20,1
13,Thursday,6,12,2025,16,9,20,1
14,Thursday,6,12,2025,16,9,20,0
1,Thursday,6,12,2025,16,10,20,1
2,Thursday,6,12,2025,16,10,20,0
3,Thursday,6,12,2025,16,10,20,0
4,Thursday,6,12,2025,16,10,20,0
